ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.4552,239.6085,7397.7327,6.6767,329.2556,393.598,15.9741,76.3756,3.1036,1
5.7528,204.2277,26187.9532,5.1236,350.8633,454.476,17.0604,84.8227,4.3002,0
4.7873,155.7094,16851.9514,7.3728,334.3721,446.0949,14.1432,53.7638,3.5041,1
8.241,185.3206,18829.214,6.8007,306.08,528.0884,14.5113,82.427,2.9983,0
2.5364,249.2798,15322.4908,6.825,352.3316,404.2129,11.2704,50.0,4.1477,0
9.0538,230.4893,20973.2775,6.4755,269.0705,549.0043,15.8901,73.2994,4.8321,0
,275.6854,8125.4461,9.0168,298.4098,457.2275,14.4883,75.4264,4.7269,0
7.5614,201.2005,16406.6282,6.2134,286.6201,329.6573,11.1911,65.9539,3.7402,1
7.0765,107.0586,27293.6749,11.002,,492.6995,10.9392,,4.2761,0
,231.4623,32294.6096,6.3417,,449.5365,14.1873,82.0606,4.4273,0
6.6908,282.2169,24609.8398,4.5038,375.2219,464.8025,18.726,82.9297,3.1951,0
6.4666,216.1695,25966.4447,6.6579,,409.2317,15.2552,80.7727,3.3273,1
6.0329,231.8036,18287.3781,5.9964,291.2618,382.1736,8.1923,64.9264,4.056,1
8.5218,168.8581,10229.242,8.4939,,533.743,13.5365,61.6314,3.6647,1
6.8891,252.8241,38155.2697,8.9088,410.3844,476.5262,14.2601,87.7705,4.8264,0
,224.5956,11603.2753,8.3282,405.2048,419.8439,15.4046,83.9141,4.7596,0
,194.803,4663.5779,7.8449,312.9416,290.4363,12.8259,86.3847,5.9547,0
,178.9336,26215.297,12.2892,464.0157,383.777,21.8108,61.7296,4.037,0
10.8077,196.0365,15907.314,7.0643,362.0538,492.824,19.7648,87.1345,5.0047,0
9.7524,176.2645,25784.283,6.3372,292.1086,244.818,15.875,47.9649,4.0408,1
5.1616,233.9962,23511.3909,6.089,333.6804,496.1789,15.9261,61.5023,4.0568,1
6.5596,172.0278,15993.6323,6.1684,,384.2122,19.7487,87.0019,4.7631,0
,176.5533,21822.0336,4.092,282.6658,449.3906,11.2159,44.5211,3.8,1
5.3074,258.5705,34274.1381,8.6302,340.9259,485.4123,15.0701,67.58,5.0739,0
6.1605,206.3218,32182.1827,6.1676,335.48,403.1738,19.3562,80.7407,4.9067,0
6.9555,129.4454,29195.316,5.5173,,447.507,13.1461,63.1939,3.1468,1
7.5149,195.8216,12346.1304,3.8589,280.8453,370.5244,9.5456,56.5004,3.265,1
7.8703,159.5236,28532.5347,5.3911,,406.1879,12.0786,52.5794,3.7464,1
7.0026,235.2957,19775.8825,6.7044,,382.3322,17.676,68.0821,5.3208,0
4.8413,200.6037,18078.8657,9.6938,335.9615,359.806,14.7302,87.3063,4.2249,0
7.107,258.2652,11261.9184,7.2282,373.2942,489.7339,18.8144,59.0162,4.3006,0
5.8992,186.6547,21900.2629,6.6505,323.1407,504.8285,11.6096,35.4811,3.5543,1
,144.8795,37441.8071,7.3317,335.9087,523.956,18.2375,83.0628,4.8265,0
6.9661,135.8841,15898.1207,8.8097,316.2458,525.5043,13.1061,89.3879,4.6154,1
9.0373,217.6588,400.0,9.439,349.3308,425.7541,17.8711,79.9976,5.8064,0
8.6156,164.4209,24635.5485,9.2527,356.8638,510.6658,17.8433,74.0106,4.4772,0
4.4647,167.2971,6752.5358,5.6389,294.0431,456.2572,12.8845,52.0943,2.8965,1
4.8342,200.8703,30189.9455,8.8154,282.7282,364.097,16.9402,76.0447,4.9737,0
10.2275,164.3267,6391.1,7.0579,390.7596,335.0428,18.7083,79.2865,4.2929,0
6.5997,170.6328,400.0,5.4174,380.1318,300.6355,14.5888,,4.4485,1
8.8817,285.36,20539.8751,7.2672,371.9523,532.4048,11.4969,82.4176,4.838,0
3.5402,196.041,24330.8502,7.1454,414.0278,500.8269,19.9363,94.7791,4.7727,0
7.0367,188.5789,13717.602,5.6522,,405.0991,16.0533,80.8684,4.6844,1
9.9036,210.4066,16491.9623,7.081,,342.1137,10.1738,78.1468,3.701,1
6.7638,199.8732,11383.7007,6.0916,269.9342,458.7211,7.7298,60.6319,2.9104,1
4.4168,185.0311,22791.9341,6.7022,324.1375,530.3252,14.3557,73.8498,3.0289,1
8.6377,192.3819,20889.8981,7.9296,,393.5712,18.9312,80.8524,4.9525,0
6.6285,181.451,32123.7802,6.8652,437.1217,284.7408,14.7707,69.3793,5.7666,0
5.7176,168.3072,32496.4249,9.8277,378.8767,427.3846,23.8779,68.9856,5.1093,0
6.7225,216.0083,24436.4527,7.0014,344.327,423.1835,15.8145,70.0476,4.6499,0
5.4672,147.5619,35313.7632,9.1404,359.4473,488.3896,23.0204,111.8649,4.3509,0
,210.4072,19519.7348,9.8613,342.6976,482.9867,14.1751,83.3434,4.9721,0
6.4885,205.6001,27041.691,8.3227,,517.3515,13.0385,83.4963,3.9659,0
5.0097,236.9043,10392.156,7.47,333.1369,423.0481,17.9806,77.3915,3.1585,0
5.2959,177.2979,27022.8797,6.1385,304.5321,414.8503,17.986,83.5093,4.451,0
9.2986,198.4303,19338.4604,5.5025,,362.1387,11.7433,61.407,3.5002,1
6.8836,229.4401,28510.1581,6.845,323.735,368.2741,18.4771,75.4587,4.3077,0
4.6493,206.6958,12574.5109,10.9353,321.2902,628.2929,10.6279,123.2948,4.8622,0
8.3869,215.9317,19406.4932,7.8059,248.7042,484.6926,20.8364,52.1152,4.5643,0
9.0623,173.1818,32344.2427,6.2578,321.0398,276.2337,8.8053,64.1924,3.3916,1
6.6399,157.8031,23569.5537,7.8889,428.0623,424.5361,22.7496,70.1081,3.7484,0
6.307,186.4022,34328.4059,6.1843,286.224,451.8132,12.5414,90.549,4.1786,0
7.4714,226.1819,18906.9219,7.7613,,608.8199,18.7084,74.4438,4.4202,0
6.532,206.0802,31290.9275,7.4646,304.8371,457.7345,12.6935,65.5153,3.4194,0
,183.1434,10423.5805,10.4275,302.4995,412.4645,14.8697,96.289,4.3314,0
7.3475,165.2304,11762.4405,6.2789,,433.4068,10.3753,,4.2135,1
,184.2547,18391.4876,10.413,347.7248,517.6669,21.9169,,4.6879,0
7.3653,233.5983,11023.9698,6.2377,343.455,355.5344,6.9186,56.4277,4.2231,1
7.4838,219.6082,30752.2832,8.0158,330.0153,515.278,24.2626,79.3284,4.3184,0
,246.3786,26088.4048,8.8117,429.7759,444.8055,11.003,70.1308,5.0201,0
9.5481,193.2984,15162.8189,10.2764,317.6504,370.0341,18.204,,5.1633,0
6.2246,205.747,36516.5341,8.1135,316.7438,347.8473,18.066,74.0722,4.6326,0
8.4254,285.7238,21701.9994,6.3475,315.115,389.4816,16.6366,68.3409,4.4725,0
5.2065,188.9822,28962.4313,6.4406,303.9205,416.7419,10.7081,59.7087,3.8081,1
,194.0289,14118.3193,6.572,237.1113,435.1444,12.5543,34.9406,3.6573,1
6.7888,213.9426,36478.3693,8.0597,317.4735,316.5759,14.7758,56.4503,3.4444,0
,170.9435,11170.851,8.237,340.77,493.6756,14.9011,82.0298,3.5009,0
7.9834,124.1162,23446.0819,5.821,305.9934,517.9724,10.0339,38.445,3.3461,1
5.6116,200.1623,12867.4903,6.726,397.6965,403.6392,19.6601,56.7148,4.193,0
8.2635,243.3662,21545.4443,6.7826,381.1896,399.8645,13.3439,73.3194,5.1448,0
,180.1991,19302.8329,7.5633,266.5067,552.0637,10.7779,34.7171,3.2109,1
4.0863,258.3332,23297.3233,7.0375,226.8129,530.0212,19.4653,63.7742,4.5944,0
4.3661,241.3612,11587.803,5.9593,239.9943,428.9749,8.3332,76.175,3.8831,1
5.9853,204.1659,28185.517,9.3042,,451.4836,17.4435,65.2441,3.7165,0
8.6921,216.1659,11824.5684,7.2506,366.5593,462.0395,12.0871,64.6976,2.8881,1
7.3504,202.5489,17398.8858,8.0982,348.8281,477.8429,11.7277,74.7258,2.6867,0
6.9015,193.3412,32500.1359,7.2151,,397.7366,11.4583,62.9537,3.3655,1
7.4021,167.5923,8289.9522,5.6109,,406.2988,13.6148,59.2682,4.1787,1
4.9097,197.65,17995.8301,8.9798,393.3673,553.863,17.0045,95.8323,4.7289,0
7.3786,237.7568,25224.6263,10.201,,476.6995,11.9489,59.3022,5.3731,0
10.9163,209.4833,13336.073,5.0,,445.3684,20.1094,106.147,3.0,0
4.9982,214.6155,11109.5719,10.6092,,549.988,16.9431,76.0818,4.5767,0
4.8474,211.9587,29323.149,5.8526,,315.2078,10.1994,57.065,2.5439,1
,152.7558,26492.3874,9.8924,402.2445,365.2854,16.1233,88.2929,4.8131,0
7.3597,181.3053,31880.6885,11.4039,,372.1445,12.1807,55.7523,4.4985,0
7.3959,168.5187,11207.896,4.5632,315.5775,520.9475,12.843,32.0638,3.1754,1
5.8743,257.699,30655.7382,4.4739,327.1872,520.2213,17.249,75.5925,3.1552,0
6.1507,212.9763,28452.6836,7.7695,343.6032,434.871,13.9241,74.3805,3.9495,1
7.6094,225.757,24835.7312,5.0701,289.4658,419.8313,9.8707,39.5834,3.7054,1
6.1673,243.8436,4044.8189,7.7346,,314.5011,12.5638,71.1398,6.2277,0
7.2642,161.0682,12211.4705,6.4091,,497.9484,16.9078,80.4051,3.5889,0
,134.0349,22454.9894,6.0364,313.4534,363.6961,20.685,66.3182,5.5742,0
6.3044,196.7302,37076.7964,4.1819,,426.6029,6.7377,,3.0483,1
8.4964,248.0428,27982.4074,9.932,278.6403,481.7485,16.3792,96.6042,3.3863,0
2.9186,200.7194,25405.6828,8.5373,421.0889,499.3353,17.7685,91.2343,5.339,0
8.7288,184.7386,16202.2187,5.9909,,518.8703,12.1477,63.4163,3.5789,1
8.4164,191.0208,8870.9097,5.7634,353.5038,341.1844,10.534,39.85,2.8445,1
8.4,254.4334,21592.6919,7.9027,375.0572,400.2538,14.3839,90.413,4.9905,0
5.6837,184.7815,31629.1824,8.896,,388.9159,10.6175,84.0714,4.8608,0
6.4759,180.8314,25721.3039,6.7481,301.622,438.7077,10.3732,,3.3288,1
6.812,210.1565,16054.0105,9.9289,306.6126,413.469,15.902,,5.167,0
7.5611,227.649,20586.5482,10.6179,369.6786,422.081,10.6796,65.7796,5.5256,0
7.8613,210.4069,10602.9382,6.938,354.0172,418.6267,12.1542,34.7058,3.4414,1
4.4085,188.4068,18343.9708,7.8446,,463.3844,12.095,64.332,5.2221,1
4.9028,153.4815,23522.8116,5.5038,289.5756,430.5184,10.4552,51.3611,3.0517,1
3.7305,215.4471,44237.1506,6.8662,,428.3888,15.7368,69.0128,3.9951,0
4.9134,177.5608,35990.1006,9.4372,,290.9162,24.7146,,4.2932,0
5.62,227.6621,22703.2504,5.2443,407.0286,404.5659,17.2165,80.7957,2.9666,1
5.4104,198.2974,14695.1997,4.8548,,416.8951,13.9851,50.0178,3.4544,1
6.9004,239.9469,13669.6091,9.5377,373.3816,448.2782,17.3329,83.4148,5.7784,0
8.7133,197.3097,3331.7815,3.4521,346.1109,492.5233,12.3991,60.6191,3.7905,1
6.1594,189.863,27226.3255,9.631,,379.6933,11.8495,85.0841,3.5714,0
,261.1216,21031.007,8.3442,337.8291,409.2187,16.0694,68.8162,4.6807,0
6.8523,160.0096,19497.2894,7.6949,411.3383,301.3001,14.8655,69.1019,6.416,0
,198.9173,12950.3008,3.9544,339.5838,470.0619,7.1952,61.1399,3.2429,1
,247.5907,34572.9181,9.5563,,550.3241,9.7382,48.8201,5.5644,0
5.7736,215.2932,21012.0598,7.9183,265.4134,516.8236,13.0592,72.4262,2.0524,1
6.4344,222.2295,13373.6346,6.4673,309.3302,349.6074,15.3001,54.3605,3.9298,1
,138.7536,13266.5873,9.1917,399.4892,402.1114,16.111,50.0,4.5206,0
5.6801,260.2873,27592.6525,10.0774,,447.6914,18.0342,87.1534,5.8479,0
4.2906,203.6102,25200.4087,8.3304,,485.0612,16.2909,96.2885,4.3214,0
,239.2184,24171.9499,7.7418,354.3256,455.8402,10.1317,68.5335,3.4545,1
6.8494,185.5309,35315.8516,4.9219,287.0001,509.4944,11.2292,54.1437,4.0158,1
6.6582,218.7828,13767.9031,9.1026,,461.1716,15.296,80.1875,3.038,0
,192.1376,13554.004,6.9145,339.5586,435.4254,15.4999,84.2675,3.0897,1
6.2066,203.0431,18862.4817,4.371,,417.7834,8.9495,55.0389,3.8789,1
7.2325,163.2161,21354.4818,10.0648,306.7661,429.2506,10.0,92.5751,4.5657,0
6.5679,250.736,28778.6574,8.1233,289.619,326.863,11.3342,69.4667,4.7376,0
7.3055,203.1116,26834.5389,7.476,319.6008,541.6506,13.6152,69.7102,3.1065,0
6.6675,226.1982,11682.6165,8.3781,,329.8725,16.2883,,4.3334,1
,174.1378,6544.9805,9.3999,386.4139,460.459,17.1957,85.8567,3.1509,0
6.8403,142.6901,10474.7567,4.8844,,423.9544,17.2736,57.5194,3.71,1
,233.0478,25607.6725,6.6204,330.4379,428.0425,13.4067,68.537,3.8529,0
9.8903,223.9662,23885.4425,11.0465,392.234,526.26,13.3218,85.0671,3.2527,0
7.3557,235.393,20879.9374,6.11,350.7098,533.1935,14.9191,62.7908,3.7402,0
8.2953,154.6186,15558.6546,4.7006,347.8505,375.9873,18.111,85.4319,3.1887,0
6.7599,224.2589,51033.8572,7.7493,,471.176,13.4695,80.6156,3.4512,0
7.0248,202.7037,12361.1678,7.3887,403.9472,357.1486,9.2312,82.3801,4.1803,0
8.5073,159.7284,16009.79,4.5014,343.3308,445.3132,21.0222,58.6501,4.3284,0
7.5927,214.5978,16015.0767,6.114,372.4536,445.4746,18.4223,67.2606,3.2734,1
5.5777,243.3549,20988.3379,9.3395,388.3517,511.1719,16.7022,69.9065,3.7551,0
,125.3061,9153.1908,9.8255,357.6148,415.6331,10.5484,62.2199,5.0964,0
6.0752,179.1988,29915.2557,6.529,,401.9096,16.5856,63.9382,4.3678,1
7.1585,264.5571,26941.3712,7.0955,,489.3333,15.482,87.9671,3.2372,0
6.1981,153.5831,28972.6602,9.7145,,551.7422,18.2237,55.8195,4.8599,0
6.5973,137.3699,22803.8261,9.9172,404.3937,434.81,15.839,87.2631,4.257,0
5.6062,195.1676,20629.1257,6.2558,261.4881,286.0868,15.6284,70.3035,4.1068,1
7.4469,200.4161,19484.0633,9.8165,352.6269,397.6031,17.6199,72.7779,4.1857,0
9.6384,235.9349,30263.2154,7.4023,325.5204,340.2642,14.8118,64.5858,3.8154,0
,114.0326,21429.9631,4.5648,,418.3684,10.5728,57.9521,4.5158,1
9.1715,216.5543,21078.9163,9.4766,294.811,513.8355,25.6241,64.6605,5.2795,0
7.3141,243.5151,27836.7996,5.5268,312.1489,509.3885,13.3722,73.8305,4.8645,0
7.1786,168.4895,25938.476,5.9186,,518.6179,13.851,59.5343,2.738,1
4.8644,206.7861,38272.2372,7.6321,346.338,522.9035,18.1722,83.1118,4.4898,0
7.2036,238.0069,10946.8681,8.6109,276.6241,405.3753,14.0019,80.0558,3.7962,0
6.3447,192.7167,24930.7068,7.2075,327.2798,317.4738,12.0478,78.9002,4.1562,0
5.9067,160.593,10234.4247,10.3076,267.1829,388.6082,15.1423,,5.088,0
,224.5608,25355.9956,9.0141,,473.6575,20.7822,72.1834,4.4132,0
7.8245,225.0808,27551.2567,8.7236,,609.3357,17.3991,65.3681,6.2621,0
7.7396,110.1314,31586.9302,9.983,398.3392,415.122,20.7977,78.5562,5.3151,0
6.781,274.8931,30674.4235,9.3225,362.9366,395.2231,14.8508,50.0,3.723,0
7.8152,178.0696,24360.9868,6.9492,318.8386,474.957,13.7085,62.2781,3.1422,1
9.3484,187.628,400.0,8.4048,323.4732,442.5551,10.8903,52.3858,3.5963,1
6.2891,223.0246,17427.0762,5.1829,,427.4999,11.2982,62.1301,2.5166,1
7.9478,133.772,16186.9784,11.252,,412.408,16.4032,76.4905,4.7844,0
7.7166,205.1345,15907.2918,7.8832,290.5755,271.2489,11.4579,,4.1257,1
,200.0843,9799.7718,5.4341,,476.7891,12.2669,,3.0391,1
4.9249,207.1715,19128.8474,7.2483,427.9285,469.8332,19.1726,22.5038,4.1699,0
,163.0072,19593.6969,8.4665,430.7724,390.9524,16.016,69.0851,4.0678,0
6.23,219.7457,22739.1807,10.0428,316.126,481.0533,16.6763,50.0,5.5386,0
6.8042,147.0054,5574.5682,5.0747,321.2429,543.101,12.1175,77.1565,4.98,1
7.7688,193.6618,12877.3641,7.2046,,394.4417,14.3495,62.5159,4.3401,0
7.6858,207.1427,33477.4049,7.2912,,480.4028,17.2707,53.6502,5.7235,0
11.007,220.5739,28766.737,7.2714,340.6027,473.473,14.2431,61.4652,5.2073,0
8.9572,131.5131,18347.063,7.2646,330.9118,462.7547,14.1085,44.0745,2.8339,1
7.9858,190.1241,44711.8589,9.3349,325.185,440.0524,22.7887,80.0646,3.3316,0
5.319,140.7159,13478.0477,9.7121,383.6588,385.2094,13.9419,69.0028,3.988,0
6.1491,207.0431,24678.0144,8.7571,287.4828,368.9749,14.7947,67.8673,4.5578,1
8.2578,143.716,16856.1317,6.5453,285.3551,305.3183,7.3428,45.9234,3.0565,1
2.9892,208.7409,3114.4337,7.3833,267.9549,404.5938,14.2551,,4.8673,0
5.8551,220.1605,16757.0804,6.9041,320.1303,275.3672,18.7115,57.9857,4.7446,0
8.2098,194.2295,32061.0039,6.1397,300.0061,360.7938,10.7055,70.3869,3.7936,1
4.9701,208.6821,10192.2165,7.7193,372.0921,454.5965,20.6127,96.9506,4.5871,0
8.8736,245.5192,21723.6449,7.9718,362.0436,506.9443,13.1549,87.6935,3.4313,0
6.0124,209.1776,20725.9581,8.6398,365.3896,427.6091,16.277,44.3416,3.4411,0
8.7385,181.1087,20361.945,7.8531,369.6857,404.459,12.4534,72.5768,3.1524,0
6.4588,161.0301,17468.6944,6.32,281.0469,298.2774,7.9469,62.0953,3.732,1
2.0,207.0199,24553.1797,7.3322,359.8041,400.2787,18.7881,73.945,3.7241,0
5.3141,255.9154,4436.3569,7.3307,,442.5138,18.4239,66.8447,4.0111,0
8.4101,175.6148,23909.8799,6.933,379.0673,415.7258,18.4104,57.3005,4.3406,0
6.4458,185.4038,31575.9995,7.5563,407.5738,460.8831,13.8228,69.8491,5.6477,0
10.2374,157.7598,29707.1938,8.8431,,420.0307,15.2741,76.5795,5.4075,0
,157.1344,23633.1019,6.849,,492.5881,12.9227,65.9077,4.018,1
7.6861,165.0526,24280.7622,10.6141,,505.6761,21.1932,85.7512,4.3168,0
8.5136,220.1777,23877.2225,5.4875,316.2931,414.3304,9.3876,49.9949,3.3035,1
9.0361,178.0014,18318.4704,9.6645,316.5558,448.5067,17.6556,76.2453,3.6082,0
,163.6968,11348.5262,3.6213,299.4456,280.3394,13.5606,58.405,2.9947,1
8.7852,188.0035,17436.9808,8.3425,,421.4867,14.1491,55.0775,4.8769,0
7.975,245.5598,17820.9715,8.776,,377.2217,15.5799,94.1726,4.5533,0
5.0502,186.7346,25051.5926,7.1365,341.1923,354.4674,12.1805,85.7353,4.1781,0
5.9823,133.843,36991.27,8.8072,302.7415,499.6992,13.3958,65.7613,4.8036,0
9.0979,219.0165,17811.0418,9.1724,,393.8597,14.1134,63.7623,3.963,0
5.2973,203.4591,29547.1254,5.6593,266.9149,557.6177,9.2084,59.1729,2.9312,1
7.6033,261.886,19902.5731,7.9884,249.8885,306.8225,17.0391,74.4209,3.0155,0
,184.0883,43838.3455,6.8324,368.3475,195.1266,13.6296,74.0611,5.1276,0
,192.3147,22668.4315,6.6432,275.3652,296.5054,11.9751,49.0457,3.3773,1
5.8336,162.4437,24884.3654,7.4492,,436.7199,19.4104,,4.5523,0
6.5511,217.9841,28352.8237,6.9913,,517.1903,17.6612,80.3116,5.4868,0
6.4063,171.339,25153.3326,5.622,298.0626,501.5791,12.4409,37.9288,3.0713,1
6.8509,194.102,17160.1715,7.415,389.2583,598.8682,14.5676,65.525,4.8643,0
6.8426,169.4116,14655.0816,3.1107,,269.4874,12.5708,55.9988,4.6734,1
5.0193,167.2497,14411.6336,7.6225,405.7725,390.377,17.008,70.8133,4.252,0
7.5606,177.5915,28119.6098,6.653,308.83,418.1207,14.7455,33.9699,4.1691,1
9.3532,206.4496,26636.576,7.929,295.3283,411.7466,18.5995,49.4616,4.4955,1
8.5271,183.7254,23268.2641,8.5934,314.7621,568.6819,11.3078,79.7906,4.618,0
8.3123,227.6569,34481.2281,9.0188,,368.8867,15.3835,107.7043,4.3045,0
8.4473,118.8502,19043.5931,5.136,370.2172,472.5637,12.1108,64.2469,3.746,1
6.4239,149.6344,27601.7177,5.0,303.7059,507.5747,18.0577,86.2226,3.9277,0
6.8441,268.2267,14502.9627,5.786,274.5893,645.2273,9.9228,84.8856,3.8154,0
,165.5387,19660.8425,4.827,260.8075,329.7462,11.3023,61.7724,4.9971,1
4.9387,245.8299,37644.0499,8.1054,,373.9431,9.9458,64.2825,5.4926,0
7.9243,182.8896,21670.1309,8.1711,292.7998,343.7322,10.0275,62.3026,3.1996,1
7.7438,195.5651,34195.6777,9.9096,346.6601,429.5781,12.7953,70.4558,6.5436,0
6.8823,254.9517,10361.104,5.8972,323.3956,350.6875,8.7911,,3.422,1
8.1749,227.3448,41221.8299,9.2943,380.4301,299.3457,17.0989,58.1916,4.1357,0
5.3822,142.7705,31233.5818,8.8009,370.9821,457.0089,10.0,97.415,5.0172,0
9.2478,181.9065,22904.0952,9.5356,361.4003,386.8117,15.6871,89.3646,4.6087,0
8.3407,240.2237,17208.5901,9.7806,,340.8847,17.526,74.47,5.9397,0
5.7192,142.0638,24304.1651,4.7584,,409.2698,8.581,60.0641,4.3932,1
,161.8622,12243.351,5.6373,353.7605,412.8504,10.3939,76.4243,4.503,1
4.2062,141.4408,14410.3741,8.5269,431.5928,401.9698,16.0151,,4.3722,0
8.198,222.3624,9386.0528,5.0044,,447.7889,17.172,91.8052,4.0292,0
8.4934,220.1578,19507.2877,6.2232,381.8528,371.4645,17.1305,75.8159,5.0114,0
4.9725,159.1873,9262.3579,8.4674,358.8304,451.8922,11.379,74.5802,5.0559,0
8.3943,190.3597,18429.7306,9.0451,271.8028,381.3164,17.0578,61.4374,2.6387,0
8.2561,193.9578,8754.2717,6.2463,,447.5715,9.4755,47.5482,2.761,1
,195.8361,11068.1283,5.258,417.2018,502.9699,9.3561,73.5116,3.1079,0
5.2325,189.3647,26281.3707,7.8103,379.1352,247.2947,8.8886,105.9716,4.2449,0
5.8278,265.2663,33143.4765,6.4613,430.2237,422.8745,15.8133,81.8309,5.3676,0
4.6696,177.1699,28196.9255,5.8831,373.4604,442.0202,20.6655,65.0608,3.8783,0
6.6742,145.106,15251.413,6.2754,456.6614,400.0726,11.0885,72.9152,4.1562,0
8.4585,152.065,16066.4895,5.4601,,369.8398,11.3802,74.0031,2.3466,1
7.6872,223.5588,24819.4422,7.4862,,459.2694,8.5295,51.0304,4.4863,0
6.0605,252.252,6297.3185,6.873,351.5064,627.6889,9.3902,74.4666,3.4731,1
8.3021,192.3165,20733.7959,5.6407,314.6412,553.9561,13.9724,94.8418,3.8576,0
9.2916,206.7317,13868.3199,6.1005,332.769,426.6069,12.1223,82.5396,5.5755,0
6.107,201.1064,23812.7737,4.7701,,502.7085,14.5878,,4.3958,1
7.297,151.0731,40109.835,7.8232,383.8663,530.3638,19.0966,50.5545,4.7179,0
,261.6436,25671.5962,7.6876,252.2493,426.5413,15.506,81.8252,4.1633,0
8.0106,235.3367,24974.4735,8.2223,418.4461,369.9352,18.3711,70.7601,4.7817,0
9.3711,194.8789,17640.682,9.6297,425.0466,475.1775,16.5169,95.5399,4.1819,0
,142.8736,20979.2809,5.5624,399.7118,313.5047,12.5918,60.4219,2.909,1
,142.8265,25183.7189,9.3011,442.946,449.6264,15.527,82.5975,4.3781,0
6.3046,206.3461,22179.0494,5.8039,,478.5227,12.8113,65.9856,4.3351,0
8.8546,195.4109,42398.5833,9.6419,311.0855,272.3365,18.1768,76.9188,5.5505,0
6.2846,225.1515,18582.6705,4.768,,463.6071,13.9173,47.9282,3.6257,1
,121.3526,22196.7038,6.5767,,517.2968,13.704,66.7419,2.6804,0
7.3338,187.258,12626.7497,4.0701,276.8973,294.8924,15.3275,61.334,4.0499,1
5.3196,234.3228,12851.7747,7.2032,357.2249,520.3524,18.5712,79.0219,5.2566,0
4.3369,240.1564,37098.7153,10.4608,316.6101,443.7575,11.4181,65.6577,3.7038,0
5.0825,249.6041,38814.7048,7.3318,285.8478,455.8025,22.3358,83.3944,4.4258,0
,210.7308,16509.8204,8.108,395.2749,385.6871,19.8771,56.9723,4.4519,0
7.0079,204.7851,27275.5261,9.0295,345.4799,317.9991,14.3729,74.055,4.6259,0
7.0516,210.3679,14787.3583,6.4817,,419.6929,10.6267,46.4924,2.6647,1
6.1364,159.6444,25615.304,8.2638,426.194,532.4228,16.0747,60.8823,2.7579,0
6.3228,179.4481,19582.4744,5.9547,313.4314,379.9705,14.7917,70.1649,4.6386,0
8.1969,211.1824,27344.6634,5.1255,295.7993,376.6333,10.249,53.1583,2.4797,1
,171.7532,24455.0782,5.0203,352.441,345.4559,14.8342,53.2733,3.0382,1
7.9097,221.2389,7349.3486,8.4376,350.7647,340.4563,10.0,97.5698,5.5096,0
5.7946,187.2488,15691.2114,5.6015,370.1645,443.1536,10.2188,50.0835,3.7951,1
,192.7054,14979.298,9.8214,308.936,615.9978,16.4333,54.0299,4.401,0
9.4397,204.7341,25622.5481,7.1715,,470.5608,14.7722,91.3452,4.5999,0
5.0715,206.5742,9421.4319,10.1528,327.9573,343.9333,14.7467,50.0,3.7257,0
8.0687,191.1834,15503.8797,6.6094,347.4992,331.8397,6.4533,,3.6119,1
4.6648,164.133,4607.9238,8.3928,378.3965,443.6699,13.7728,72.2931,3.7246,0
5.798,226.4291,17149.4587,7.8004,385.1268,334.0845,14.982,75.9197,4.0354,0
4.9373,210.6914,30948.8493,8.3635,452.7474,450.7918,14.8993,66.8158,5.5245,0
7.0671,160.4604,14209.3615,5.3898,323.5857,511.9415,13.6726,88.3887,4.0325,1
9.295,157.5687,18930.8103,10.9211,421.2603,538.9897,17.3572,40.8125,4.2786,0
6.6508,174.3191,22455.2244,10.5702,298.6109,461.7482,15.2245,85.1216,5.1258,0
6.634,169.5356,17832.1448,8.5387,254.2095,409.5767,12.9855,62.4771,4.9562,0
7.5613,160.4782,31032.6469,8.4107,356.1414,372.6646,16.4694,,3.8436,0
4.1945,133.4931,16560.4572,8.9255,427.4494,416.869,11.0727,71.688,2.7347,0
5.81,251.2623,12427.2652,5.8121,337.7971,476.2957,12.2287,49.4216,4.2731,1
,178.3791,25002.3351,5.7593,,355.9041,12.4048,60.3799,3.8764,1
,214.6984,13865.3422,6.2704,,382.1052,10.2759,31.4741,2.7163,1
7.6355,185.051,39453.186,6.932,,470.4359,12.2369,90.762,5.4905,0
9.4609,190.4679,16231.8427,9.1644,,510.8377,18.6683,80.229,4.9521,0
,171.3948,18995.95,7.8605,,447.3629,18.048,84.588,3.7723,0
7.1543,241.7582,14556.1076,10.9417,335.4727,334.0896,16.3714,62.5285,3.5681,0
,195.475,9368.9722,6.5852,,378.2705,7.7582,70.054,2.9465,1
4.7199,206.7447,29290.1178,9.6502,332.4897,412.6955,20.9921,64.0376,4.4929,0
5.2319,184.5926,22011.741,7.5001,313.0589,508.0728,12.622,72.1139,4.6628,0
7.4559,209.371,21914.1504,8.2834,326.1692,330.0966,10.3344,76.8431,3.0946,0
4.2327,194.8147,25828.5406,3.8858,,389.248,12.3758,74.5996,3.1012,1
7.2428,235.5586,13545.4364,5.5043,354.1761,433.1497,13.3221,80.5956,3.9313,0
5.8097,173.9202,31316.1777,8.6482,413.6667,568.8866,19.1158,81.8951,3.9049,0
9.2921,179.6495,38930.2447,9.8831,315.335,338.5039,13.2835,70.3544,5.2146,0
